ID,State,County
1,Alabama,Autauga
2,Alabama,Baldwin
3,Alabama,Barbour
4,Alabama,Bibb
5,Alabama,Blount
6,Alabama,Bullock
7,Alabama,Butler
8,Alabama,Calhoun
9,Alabama,Chambers
10,Alabama,Cherokee
11,Alabama,Chilton
12,Alabama,Choctaw
13,Alabama,Clarke
14,Alabama,Clay
15,Alabama,Cleburne
16,Alabama,Coffee
17,Alabama,Colbert
18,Alabama,Conecuh
19,Alabama,Coosa
20,Alabama,Covington
21,Alabama,Crenshaw
22,Alabama,Cullman
23,Alabama,Dale
24,Alabama,Dallas
25,Alabama,DeKalb
26,Alabama,Elmore
27,Alabama,Escambia
28,Alabama,Etowah
29,Alabama,Fayette
30,Alabama,Franklin
31,Alabama,Geneva
32,Alabama,Greene
33,Alabama,Hale
34,Alabama,Henry
35,Alabama,Houston
36,Alabama,Jackson
37,Alabama,Jefferson
38,Alabama,Lamar
39,Alabama,Lauderdale
40,Alabama,Lawrence
41,Alabama,Lee
42,Alabama,Limestone
43,Alabama,Lowndes
44,Alabama,Macon
45,Alabama,Madison
46,Alabama,Marengo
47,Alabama,Marion
48,Alabama,Marshall
49,Alabama,Mobile
50,Alabama,Monroe
51,Alabama,Montgomery
52,Alabama,Morgan
53,Alabama,Perry
54,Alabama,Pickens
55,Alabama,Pike
56,Alabama,Randolph
57,Alabama,Russell
58,Alabama,St. Clair
59,Alabama,Shelby
60,Alabama,Sumter
61,Alabama,Talladega
62,Alabama,Tallapoosa
63,Alabama,Tuscaloosa
64,Alabama,Walker
65,Alabama,Washington
66,Alabama,Wilcox
67,Alabama,Winston
68,Alaska,Aleutians East Borough
69,Alaska,Aleutians West Census Area
70,Alaska,"Anchorage, Municipality of"
71,Alaska,Bethel Census Area
72,Alaska,Bristol Bay Borough
73,Alaska,Denali Borough
74,Alaska,Dillingham Census Area
75,Alaska,Fairbanks North Star Borough
76,Alaska,Haines Borough
77,Alaska,Hoonah-Angoon Census Area
78,Alaska,"Juneau, City and Borough"
79,Alaska,Kenai Peninsula Borough
80,Alaska,Ketchikan Gateway Borough
81,Alaska,Kodiak Island Borough
82,Alaska,Lake and Peninsula Borough
83,Alaska,Matanuska-Susitna Borough
84,Alaska,Nome Census Area
85,Alaska,North Slope Borough
86,Alaska,Northwest Arctic Borough
87,Alaska,Petersburg Census Area
88,Alaska,Prince of Wales-Hyder Census Area
89,Alaska,"Sitka, City and Borough of"
90,Alaska,"Skagway Borough, Municipality of"
91,Alaska,Southeast Fairbanks Census Area
92,Alaska,Valdez-Cordova Census Area
93,Alaska,Wade Hampton Census Area
94,Alaska,"Wrangell, City and Borough of"
95,Alaska,"Yakutat, City and Borough of"
96,Alaska,Yukon-Koyukuk Census Area
97,Arizona,Apache
98,Arizona,Cochise
99,Arizona,Coconino
100,Arizona,Gila
101,Arizona,Graham
102,Arizona,Greenlee
103,Arizona,La Paz
104,Arizona,Maricopa
105,Arizona,Mohave
106,Arizona,Navajo
107,Arizona,Pima
108,Arizona,Pinal
109,Arizona,Santa Cruz
110,Arizona,Yavapai
111,Arizona,Yuma
112,Arkansas,Arkansas
113,Arkansas,Ashley
114,Arkansas,Baxter
115,Arkansas,Benton
116,Arkansas,Boone
117,Arkansas,Bradley
118,Arkansas,Calhoun
119,Arkansas,Carroll
120,Arkansas,Chicot
121,Arkansas,Clark
122,Arkansas,Clay
123,Arkansas,Cleburne
124,Arkansas,Cleveland
125,Arkansas,Columbia
126,Arkansas,Conway
127,Arkansas,Craighead
128,Arkansas,Crawford
129,Arkansas,Crittenden
130,Arkansas,Cross
131,Arkansas,Dallas
132,Arkansas,Desha
133,Arkansas,Drew
134,Arkansas,Faulkner
135,Arkansas,Franklin
136,Arkansas,Fulton
137,Arkansas,Garland
138,Arkansas,Grant
139,Arkansas,Greene
140,Arkansas,Hempstead
141,Arkansas,Hot Spring
142,Arkansas,Howard
143,Arkansas,Independence
144,Arkansas,Izard
145,Arkansas,Jackson
146,Arkansas,Jefferson
147,Arkansas,Johnson
148,Arkansas,Lafayette
149,Arkansas,Lawrence
150,Arkansas,Lee
151,Arkansas,Lincoln
152,Arkansas,Little River
153,Arkansas,Logan
154,Arkansas,Lonoke
155,Arkansas,Madison
156,Arkansas,Marion
157,Arkansas,Miller
158,Arkansas,Mississippi
159,Arkansas,Monroe
160,Arkansas,Montgomery
161,Arkansas,Nevada
162,Arkansas,Newton
163,Arkansas,Ouachita
164,Arkansas,Perry
165,Arkansas,Phillips
166,Arkansas,Pike
167,Arkansas,Poinsett
168,Arkansas,Polk
169,Arkansas,Pope
170,Arkansas,Prairie
171,Arkansas,Pulaski
172,Arkansas,Randolph
173,Arkansas,St. Francis
174,Arkansas,Saline
175,Arkansas,Scott
176,Arkansas,Searcy
177,Arkansas,Sebastian
178,Arkansas,Sevier
179,Arkansas,Sharp
180,Arkansas,Stone
181,Arkansas,Union
182,Arkansas,Van Buren
183,Arkansas,Washington
184,Arkansas,White
185,Arkansas,Woodruff
186,Arkansas,Yell
187,California,Alameda
188,California,Alpine
189,California,Amador
190,California,Butte
191,California,Calaveras
192,California,Colusa
193,California,Contra Costa
194,California,Del Norte
195,California,El Dorado
196,California,Fresno
197,California,Glenn
198,California,Humboldt
199,California,Imperial
200,California,Inyo
201,California,Kern
202,California,Kings
203,California,Lake
204,California,Lassen
205,California,Los Angeles
206,California,Madera
207,California,Marin
208,California,Mariposa
209,California,Mendocino
210,California,Merced
211,California,Modoc
212,California,Mono
213,California,Monterey
214,California,Napa
215,California,Nevada
216,California,Orange
217,California,Placer
218,California,Plumas
219,California,Riverside
220,California,Sacramento
221,California,San Benito
222,California,San Bernardino
223,California,San Diego
224,California,"San Francisco, City and of"
225,California,San Joaquin
226,California,San Luis Obispo
227,California,San Mateo
228,California,Santa Barbara
229,California,Santa Clara
230,California,Santa Cruz
231,California,Shasta
232,California,Sierra
233,California,Siskiyou
234,California,Solano
235,California,Sonoma
236,California,Stanislaus
237,California,Sutter
238,California,Tehama
239,California,Trinity
240,California,Tulare
241,California,Tuolumne
242,California,Ventura
243,California,Yolo
244,California,Yuba
245,Colorado,Adams
246,Colorado,Alamosa
247,Colorado,Arapahoe
248,Colorado,Archuleta
249,Colorado,Baca
250,Colorado,Bent
251,Colorado,Boulder
252,Colorado,"Broomfield, City and of"
253,Colorado,Chaffee
254,Colorado,Cheyenne
255,Colorado,Clear Creek
256,Colorado,Conejos
257,Colorado,Costilla
258,Colorado,Crowley
259,Colorado,Custer
260,Colorado,Delta
261,Colorado,"Denver, City and of"
262,Colorado,Dolores
263,Colorado,Douglas
264,Colorado,Eagle
265,Colorado,Elbert
266,Colorado,El Paso
267,Colorado,Fremont
268,Colorado,Garfield
269,Colorado,Gilpin
270,Colorado,Grand
271,Colorado,Gunnison
272,Colorado,Hinsdale
273,Colorado,Huerfano
274,Colorado,Jackson
275,Colorado,Jefferson
276,Colorado,Kiowa
277,Colorado,Kit Carson
278,Colorado,Lake
279,Colorado,La Plata
280,Colorado,Larimer
281,Colorado,Las Animas
282,Colorado,Lincoln
283,Colorado,Logan
284,Colorado,Mesa
285,Colorado,Mineral
286,Colorado,Moffat
287,Colorado,Montezuma
288,Colorado,Montrose
289,Colorado,Morgan
290,Colorado,Otero
291,Colorado,Ouray
292,Colorado,Park
293,Colorado,Phillips
294,Colorado,Pitkin
295,Colorado,Prowers
296,Colorado,Pueblo
297,Colorado,Rio Blanco
298,Colorado,Rio Grande
299,Colorado,Routt
300,Colorado,Saguache
301,Colorado,San Juan
302,Colorado,San Miguel
303,Colorado,Sedgwick
304,Colorado,Summit
305,Colorado,Teller
306,Colorado,Washington
307,Colorado,Weld
308,Colorado,Yuma
309,Connecticut,Fairfield
310,Connecticut,Hartford
311,Connecticut,Litchfield
312,Connecticut,Middlesex
313,Connecticut,New Haven
314,Connecticut,New London
315,Connecticut,Tolland
316,Connecticut,Windham
317,Delaware,Kent
318,Delaware,New Castle
319,Delaware,Sussex
320,District of Columbia,District of Columbia
321,Florida,Alachua
322,Florida,Baker
323,Florida,Bay
324,Florida,Bradford
325,Florida,Brevard
326,Florida,Broward
327,Florida,Calhoun
328,Florida,Charlotte
329,Florida,Citrus
330,Florida,Clay
331,Florida,Collier
332,Florida,Columbia
333,Florida,DeSoto
334,Florida,Dixie
335,Florida,Duval
336,Florida,Escambia
337,Florida,Flagler
338,Florida,Franklin
339,Florida,Gadsden
340,Florida,Gilchrist
341,Florida,Glades
342,Florida,Gulf
343,Florida,Hamilton
344,Florida,Hardee
345,Florida,Hendry
346,Florida,Hernando
347,Florida,Highlands
348,Florida,Hillsborough
349,Florida,Holmes
350,Florida,Indian River
351,Florida,Jackson
352,Florida,Jefferson
353,Florida,Lafayette
354,Florida,Lake
355,Florida,Lee
356,Florida,Leon
357,Florida,Levy
358,Florida,Liberty
359,Florida,Madison
360,Florida,Manatee
361,Florida,Marion
362,Florida,Martin
363,Florida,Miami-Dade
364,Florida,Monroe
365,Florida,Nassau
366,Florida,Okaloosa
367,Florida,Okeechobee
368,Florida,Orange
369,Florida,Osceola
370,Florida,Palm Beach
371,Florida,Pasco
372,Florida,Pinellas
373,Florida,Polk
374,Florida,Putnam
375,Florida,St. Johns
376,Florida,St. Lucie
377,Florida,Santa Rosa
378,Florida,Sarasota
379,Florida,Seminole
380,Florida,Sumter
381,Florida,Suwannee
382,Florida,Taylor
383,Florida,Union
384,Florida,Volusia
385,Florida,Wakulla
386,Florida,Walton
387,Florida,Washington
388,Georgia,Appling
389,Georgia,Atkinson
390,Georgia,Bacon
391,Georgia,Baker
392,Georgia,Baldwin
393,Georgia,Banks
394,Georgia,Barrow
395,Georgia,Bartow
396,Georgia,Ben Hill
397,Georgia,Berrien
398,Georgia,Bibb
399,Georgia,Bleckley
400,Georgia,Brantley
401,Georgia,Brooks
402,Georgia,Bryan
403,Georgia,Bulloch
404,Georgia,Burke
405,Georgia,Butts
406,Georgia,Calhoun
407,Georgia,Camden
408,Georgia,Candler
409,Georgia,Carroll
410,Georgia,Catoosa
411,Georgia,Charlton
412,Georgia,Chatham
413,Georgia,Chattahoochee
414,Georgia,Chattooga
415,Georgia,Cherokee
416,Georgia,Clarke
417,Georgia,Clay
418,Georgia,Clayton
419,Georgia,Clinch
420,Georgia,Cobb
421,Georgia,Coffee
422,Georgia,Colquitt
423,Georgia,Columbia
424,Georgia,Cook
425,Georgia,Coweta
426,Georgia,Crawford
427,Georgia,Crisp
428,Georgia,Dade
429,Georgia,Dawson
430,Georgia,Decatur
431,Georgia,DeKalb
432,Georgia,Dodge
433,Georgia,Dooly
434,Georgia,Dougherty
435,Georgia,Douglas
436,Georgia,Early
437,Georgia,Echols
438,Georgia,Effingham
439,Georgia,Elbert
440,Georgia,Emanuel
441,Georgia,Evans
442,Georgia,Fannin
443,Georgia,Fayette
444,Georgia,Floyd
445,Georgia,Forsyth
446,Georgia,Franklin
447,Georgia,Fulton
448,Georgia,Gilmer
449,Georgia,Glascock
450,Georgia,Glynn
451,Georgia,Gordon
452,Georgia,Grady
453,Georgia,Greene
454,Georgia,Gwinnett
455,Georgia,Habersham
456,Georgia,Hall
457,Georgia,Hancock
458,Georgia,Haralson
459,Georgia,Harris
460,Georgia,Hart
461,Georgia,Heard
462,Georgia,Henry
463,Georgia,Houston
464,Georgia,Irwin
465,Georgia,Jackson
466,Georgia,Jasper
467,Georgia,Jeff Davis
468,Georgia,Jefferson
469,Georgia,Jenkins
470,Georgia,Johnson
471,Georgia,Jones
472,Georgia,Lamar
473,Georgia,Lanier
474,Georgia,Laurens
475,Georgia,Lee
476,Georgia,Liberty
477,Georgia,Lincoln
478,Georgia,Long
479,Georgia,Lowndes
480,Georgia,Lumpkin
481,Georgia,McDuffie
482,Georgia,McIntosh
483,Georgia,Macon
484,Georgia,Madison
485,Georgia,Marion
486,Georgia,Meriwether
487,Georgia,Miller
488,Georgia,Mitchell
489,Georgia,Monroe
490,Georgia,Montgomery
491,Georgia,Morgan
492,Georgia,Murray
493,Georgia,Muscogee
494,Georgia,Newton
495,Georgia,Oconee
496,Georgia,Oglethorpe
497,Georgia,Paulding
498,Georgia,Peach
499,Georgia,Pickens
500,Georgia,Pierce
501,Georgia,Pike
502,Georgia,Polk
503,Georgia,Pulaski
504,Georgia,Putnam
505,Georgia,Quitman
506,Georgia,Rabun
507,Georgia,Randolph
508,Georgia,Richmond
509,Georgia,Rockdale
510,Georgia,Schley
511,Georgia,Screven
512,Georgia,Seminole
513,Georgia,Spalding
514,Georgia,Stephens
515,Georgia,Stewart
516,Georgia,Sumter
517,Georgia,Talbot
518,Georgia,Taliaferro
519,Georgia,Tattnall
520,Georgia,Taylor
521,Georgia,Telfair
522,Georgia,Terrell
523,Georgia,Thomas
524,Georgia,Tift
525,Georgia,Toombs
526,Georgia,Towns
527,Georgia,Treutlen
528,Georgia,Troup
529,Georgia,Turner
530,Georgia,Twiggs
531,Georgia,Union
532,Georgia,Upson
533,Georgia,Walker
534,Georgia,Walton
535,Georgia,Ware
536,Georgia,Warren
537,Georgia,Washington
538,Georgia,Wayne
539,Georgia,Webster
540,Georgia,Wheeler
541,Georgia,White
542,Georgia,Whitfield
543,Georgia,Wilcox
544,Georgia,Wilkes
545,Georgia,Wilkinson
546,Georgia,Worth
547,Hawai?i,Hawaii
548,Hawai?i,"Honolulu, City and of"
549,Hawai?i,Kalawao
550,Hawai?i,Kauai
551,Hawai?i,Maui
552,Idaho,Ada
553,Idaho,Adams
554,Idaho,Bannock
555,Idaho,Bear Lake
556,Idaho,Benewah
557,Idaho,Bingham
558,Idaho,Blaine
559,Idaho,Boise
560,Idaho,Bonner
561,Idaho,Bonneville
562,Idaho,Boundary
563,Idaho,Butte
564,Idaho,Camas
565,Idaho,Canyon
566,Idaho,Caribou
567,Idaho,Cassia
568,Idaho,Clark
569,Idaho,Clearwater
570,Idaho,Custer
571,Idaho,Elmore
572,Idaho,Franklin
573,Idaho,Fremont
574,Idaho,Gem
575,Idaho,Gooding
576,Idaho,Idaho
577,Idaho,Jefferson
578,Idaho,Jerome
579,Idaho,Kootenai
580,Idaho,Latah
581,Idaho,Lemhi
582,Idaho,Lewis
583,Idaho,Lincoln
584,Idaho,Madison
585,Idaho,Minidoka
586,Idaho,Nez Perce
587,Idaho,Oneida
588,Idaho,Owyhee
589,Idaho,Payette
590,Idaho,Power
591,Idaho,Shoshone
592,Idaho,Teton
593,Idaho,Twin Falls
594,Idaho,Valley
595,Idaho,Washington
596,Illinois,Adams
597,Illinois,Alexander
598,Illinois,Bond
599,Illinois,Boone
600,Illinois,Brown
601,Illinois,Bureau
602,Illinois,Calhoun
603,Illinois,Carroll
604,Illinois,Cass
605,Illinois,Champaign
606,Illinois,Christian
607,Illinois,Clark
608,Illinois,Clay
609,Illinois,Clinton
610,Illinois,Coles
611,Illinois,Cook
612,Illinois,Crawford
613,Illinois,Cumberland
614,Illinois,DeKalb
615,Illinois,De Witt
616,Illinois,Douglas
617,Illinois,DuPage
618,Illinois,Edgar
619,Illinois,Edwards
620,Illinois,Effingham
621,Illinois,Fayette
622,Illinois,Ford
623,Illinois,Franklin
624,Illinois,Fulton
625,Illinois,Gallatin
626,Illinois,Greene
627,Illinois,Grundy
628,Illinois,Hamilton
629,Illinois,Hancock
630,Illinois,Hardin
631,Illinois,Henderson
632,Illinois,Henry
633,Illinois,Iroquois
634,Illinois,Jackson
635,Illinois,Jasper
636,Illinois,Jefferson
637,Illinois,Jersey
638,Illinois,Jo Daviess
639,Illinois,Johnson
640,Illinois,Kane
641,Illinois,Kankakee
642,Illinois,Kendall
643,Illinois,Knox
644,Illinois,Lake
645,Illinois,LaSalle
646,Illinois,Lawrence
647,Illinois,Lee
648,Illinois,Livingston
649,Illinois,Logan
650,Illinois,McDonough
651,Illinois,McHenry
652,Illinois,McLean
653,Illinois,Macon
654,Illinois,Macoupin
655,Illinois,Madison
656,Illinois,Marion
657,Illinois,Marshall
658,Illinois,Mason
659,Illinois,Massac
660,Illinois,Menard
661,Illinois,Mercer
662,Illinois,Monroe
663,Illinois,Montgomery
664,Illinois,Morgan
665,Illinois,Moultrie
666,Illinois,Ogle
667,Illinois,Peoria
668,Illinois,Perry
669,Illinois,Piatt
670,Illinois,Pike
671,Illinois,Pope
672,Illinois,Pulaski
673,Illinois,Putnam
674,Illinois,Randolph
675,Illinois,Richland
676,Illinois,Rock Island
677,Illinois,St. Clair
678,Illinois,Saline
679,Illinois,Sangamon
680,Illinois,Schuyler
681,Illinois,Scott
682,Illinois,Shelby
683,Illinois,Stark
684,Illinois,Stephenson
685,Illinois,Tazewell
686,Illinois,Union
687,Illinois,Vermilion
688,Illinois,Wabash
689,Illinois,Warren
690,Illinois,Washington
691,Illinois,Wayne
692,Illinois,White
693,Illinois,Whiteside
694,Illinois,Will
695,Illinois,Williamson
696,Illinois,Winnebago
697,Illinois,Woodford
698,Indiana,Adams
699,Indiana,Allen
700,Indiana,Bartholomew
701,Indiana,Benton
702,Indiana,Blackford
703,Indiana,Boone
704,Indiana,Brown
705,Indiana,Carroll
706,Indiana,Cass
707,Indiana,Clark
708,Indiana,Clay
709,Indiana,Clinton
710,Indiana,Crawford
711,Indiana,Daviess
712,Indiana,Dearborn
713,Indiana,Decatur
714,Indiana,DeKalb
715,Indiana,Delaware
716,Indiana,Dubois
717,Indiana,Elkhart
718,Indiana,Fayette
719,Indiana,Floyd
720,Indiana,Fountain
721,Indiana,Franklin
722,Indiana,Fulton
723,Indiana,Gibson
724,Indiana,Grant
725,Indiana,Greene
726,Indiana,Hamilton
727,Indiana,Hancock
728,Indiana,Harrison
729,Indiana,Hendricks
730,Indiana,Henry
731,Indiana,Howard
732,Indiana,Huntington
733,Indiana,Jackson
734,Indiana,Jasper
735,Indiana,Jay
736,Indiana,Jefferson
737,Indiana,Jennings
738,Indiana,Johnson
739,Indiana,Knox
740,Indiana,Kosciusko
741,Indiana,LaGrange
742,Indiana,Lake
743,Indiana,LaPorte
744,Indiana,Lawrence
745,Indiana,Madison
746,Indiana,Marion
747,Indiana,Marshall
748,Indiana,Martin
749,Indiana,Miami
750,Indiana,Monroe
751,Indiana,Montgomery
752,Indiana,Morgan
753,Indiana,Newton
754,Indiana,Noble
755,Indiana,Ohio
756,Indiana,Orange
757,Indiana,Owen
758,Indiana,Parke
759,Indiana,Perry
760,Indiana,Pike
761,Indiana,Porter
762,Indiana,Posey
763,Indiana,Pulaski
764,Indiana,Putnam
765,Indiana,Randolph
766,Indiana,Ripley
767,Indiana,Rush
768,Indiana,St. Joseph
769,Indiana,Scott
770,Indiana,Shelby
771,Indiana,Spencer
772,Indiana,Starke
773,Indiana,Steuben
774,Indiana,Sullivan
775,Indiana,Switzerland
776,Indiana,Tippecanoe
777,Indiana,Tipton
778,Indiana,Union
779,Indiana,Vanderburgh
780,Indiana,Vermillion
781,Indiana,Vigo
782,Indiana,Wabash
783,Indiana,Warren
784,Indiana,Warrick
785,Indiana,Washington
786,Indiana,Wayne
787,Indiana,Wells
788,Indiana,White
789,Indiana,Whitley
790,Iowa,Adair
791,Iowa,Adams
792,Iowa,Allamakee
793,Iowa,Appanoose
794,Iowa,Audubon
795,Iowa,Benton
796,Iowa,Black Hawk
797,Iowa,Boone
798,Iowa,Bremer
799,Iowa,Buchanan
800,Iowa,Buena Vista
801,Iowa,Butler
802,Iowa,Calhoun
803,Iowa,Carroll
804,Iowa,Cass
805,Iowa,Cedar
806,Iowa,Cerro Gordo
807,Iowa,Cherokee
808,Iowa,Chickasaw
809,Iowa,Clarke
810,Iowa,Clay
811,Iowa,Clayton
812,Iowa,Clinton
813,Iowa,Crawford
814,Iowa,Dallas
815,Iowa,Davis
816,Iowa,Decatur
817,Iowa,Delaware
818,Iowa,Des Moines
819,Iowa,Dickinson
820,Iowa,Dubuque
821,Iowa,Emmet
822,Iowa,Fayette
823,Iowa,Floyd
824,Iowa,Franklin
825,Iowa,Fremont
826,Iowa,Greene
827,Iowa,Grundy
828,Iowa,Guthrie
829,Iowa,Hamilton
830,Iowa,Hancock
831,Iowa,Hardin
832,Iowa,Harrison
833,Iowa,Henry
834,Iowa,Howard
835,Iowa,Humboldt
836,Iowa,Ida
837,Iowa,Iowa
838,Iowa,Jackson
839,Iowa,Jasper
840,Iowa,Jefferson
841,Iowa,Johnson
842,Iowa,Jones
843,Iowa,Keokuk
844,Iowa,Kossuth
845,Iowa,Lee
846,Iowa,Linn
847,Iowa,Louisa
848,Iowa,Lucas
849,Iowa,Lyon
850,Iowa,Madison
851,Iowa,Mahaska
852,Iowa,Marion
853,Iowa,Marshall
854,Iowa,Mills
855,Iowa,Mitchell
856,Iowa,Monona
857,Iowa,Monroe
858,Iowa,Montgomery
859,Iowa,Muscatine
860,Iowa,O'Brien
861,Iowa,Osceola
862,Iowa,Page
863,Iowa,Palo Alto
864,Iowa,Plymouth
865,Iowa,Pocahontas
866,Iowa,Polk
867,Iowa,Pottawattamie
868,Iowa,Poweshiek
869,Iowa,Ringgold
870,Iowa,Sac
871,Iowa,Scott
872,Iowa,Shelby
873,Iowa,Sioux
874,Iowa,Story
875,Iowa,Tama
876,Iowa,Taylor
877,Iowa,Union
878,Iowa,Van Buren
879,Iowa,Wapello
880,Iowa,Warren
881,Iowa,Washington
882,Iowa,Wayne
883,Iowa,Webster
884,Iowa,Winnebago
885,Iowa,Winneshiek
886,Iowa,Woodbury
887,Iowa,Worth
888,Iowa,Wright
889,Kansas,Allen
890,Kansas,Anderson
891,Kansas,Atchison
892,Kansas,Barber
893,Kansas,Barton
894,Kansas,Bourbon
895,Kansas,Brown
896,Kansas,Butler
897,Kansas,Chase
898,Kansas,Chautauqua
899,Kansas,Cherokee
900,Kansas,Cheyenne
901,Kansas,Clark
902,Kansas,Clay
903,Kansas,Cloud
904,Kansas,Coffey
905,Kansas,Comanche
906,Kansas,Cowley
907,Kansas,Crawford
908,Kansas,Decatur
909,Kansas,Dickinson
910,Kansas,Doniphan
911,Kansas,Douglas
912,Kansas,Edwards
913,Kansas,Elk
914,Kansas,Ellis
915,Kansas,Ellsworth
916,Kansas,Finney
917,Kansas,Ford
918,Kansas,Franklin
919,Kansas,Geary
920,Kansas,Gove
921,Kansas,Graham
922,Kansas,Grant
923,Kansas,Gray
924,Kansas,Greeley
925,Kansas,Greenwood
926,Kansas,Hamilton
927,Kansas,Harper
928,Kansas,Harvey
929,Kansas,Haskell
930,Kansas,Hodgeman
931,Kansas,Jackson
932,Kansas,Jefferson
933,Kansas,Jewell
934,Kansas,Johnson
935,Kansas,Kearny
936,Kansas,Kingman
937,Kansas,Kiowa
938,Kansas,Labette
939,Kansas,Lane
940,Kansas,Leavenworth
941,Kansas,Lincoln
942,Kansas,Linn
943,Kansas,Logan
944,Kansas,Lyon
945,Kansas,McPherson
946,Kansas,Marion
947,Kansas,Marshall
948,Kansas,Meade
949,Kansas,Miami
950,Kansas,Mitchell
951,Kansas,Montgomery
952,Kansas,Morris
953,Kansas,Morton
954,Kansas,Nemaha
955,Kansas,Neosho
956,Kansas,Ness
957,Kansas,Norton
958,Kansas,Osage
959,Kansas,Osborne
960,Kansas,Ottawa
961,Kansas,Pawnee
962,Kansas,Phillips
963,Kansas,Pottawatomie
964,Kansas,Pratt
965,Kansas,Rawlins
966,Kansas,Reno
967,Kansas,Republic
968,Kansas,Rice
969,Kansas,Riley
970,Kansas,Rooks
971,Kansas,Rush
972,Kansas,Russell
973,Kansas,Saline
974,Kansas,Scott
975,Kansas,Sedgwick
976,Kansas,Seward
977,Kansas,Shawnee
978,Kansas,Sheridan
979,Kansas,Sherman
980,Kansas,Smith
981,Kansas,Stafford
982,Kansas,Stanton
983,Kansas,Stevens
984,Kansas,Sumner
985,Kansas,Thomas
986,Kansas,Trego
987,Kansas,Wabaunsee
988,Kansas,Wallace
989,Kansas,Washington
990,Kansas,Wichita
991,Kansas,Wilson
992,Kansas,Woodson
993,Kansas,Wyandotte
994,Kentucky,Adair
995,Kentucky,Allen
996,Kentucky,Anderson
997,Kentucky,Ballard
998,Kentucky,Barren
999,Kentucky,Bath
1000,Kentucky,Bell
1001,Kentucky,Boone
1002,Kentucky,Bourbon
1003,Kentucky,Boyd
1004,Kentucky,Boyle
1005,Kentucky,Bracken
1006,Kentucky,Breathitt
1007,Kentucky,Breckinridge
1008,Kentucky,Bullitt
1009,Kentucky,Butler
1010,Kentucky,Caldwell
1011,Kentucky,Calloway
1012,Kentucky,Campbell
1013,Kentucky,Carlisle
1014,Kentucky,Carroll
1015,Kentucky,Carter
1016,Kentucky,Casey
1017,Kentucky,Christian
1018,Kentucky,Clark
1019,Kentucky,Clay
1020,Kentucky,Clinton
1021,Kentucky,Crittenden
1022,Kentucky,Cumberland
1023,Kentucky,Daviess
1024,Kentucky,Edmonson
1025,Kentucky,Elliott
1026,Kentucky,Estill
1027,Kentucky,Fayette
1028,Kentucky,Fleming
1029,Kentucky,Floyd
1030,Kentucky,Franklin
1031,Kentucky,Fulton
1032,Kentucky,Gallatin
1033,Kentucky,Garrard
1034,Kentucky,Grant
1035,Kentucky,Graves
1036,Kentucky,Grayson
1037,Kentucky,Green
1038,Kentucky,Greenup
1039,Kentucky,Hancock
1040,Kentucky,Hardin
1041,Kentucky,Harlan
1042,Kentucky,Harrison
1043,Kentucky,Hart
1044,Kentucky,Henderson
1045,Kentucky,Henry
1046,Kentucky,Hickman
1047,Kentucky,Hopkins
1048,Kentucky,Jackson
1049,Kentucky,Jefferson
1050,Kentucky,Jessamine
1051,Kentucky,Johnson
1052,Kentucky,Kenton
1053,Kentucky,Knott
1054,Kentucky,Knox
1055,Kentucky,Larue
1056,Kentucky,Laurel
1057,Kentucky,Lawrence
1058,Kentucky,Lee
1059,Kentucky,Leslie
1060,Kentucky,Letcher
1061,Kentucky,Lewis
1062,Kentucky,Lincoln
1063,Kentucky,Livingston
1064,Kentucky,Logan
1065,Kentucky,Lyon
1066,Kentucky,McCracken
1067,Kentucky,McCreary
1068,Kentucky,McLean
1069,Kentucky,Madison
1070,Kentucky,Magoffin
1071,Kentucky,Marion
1072,Kentucky,Marshall
1073,Kentucky,Martin
1074,Kentucky,Mason
1075,Kentucky,Meade
1076,Kentucky,Menifee
1077,Kentucky,Mercer
1078,Kentucky,Metcalfe
1079,Kentucky,Monroe
1080,Kentucky,Montgomery
1081,Kentucky,Morgan
1082,Kentucky,Muhlenberg
1083,Kentucky,Nelson
1084,Kentucky,Nicholas
1085,Kentucky,Ohio
1086,Kentucky,Oldham
1087,Kentucky,Owen
1088,Kentucky,Owsley
1089,Kentucky,Pendleton
1090,Kentucky,Perry
1091,Kentucky,Pike
1092,Kentucky,Powell
1093,Kentucky,Pulaski
1094,Kentucky,Robertson
1095,Kentucky,Rockcastle
1096,Kentucky,Rowan
1097,Kentucky,Russell
1098,Kentucky,Scott
1099,Kentucky,Shelby
1100,Kentucky,Simpson
1101,Kentucky,Spencer
1102,Kentucky,Taylor
1103,Kentucky,Todd
1104,Kentucky,Trigg
1105,Kentucky,Trimble
1106,Kentucky,Union
1107,Kentucky,Warren
1108,Kentucky,Washington
1109,Kentucky,Wayne
1110,Kentucky,Webster
1111,Kentucky,Whitley
1112,Kentucky,Wolfe
1113,Kentucky,Woodford
1114,Louisiana,Acadia Parish
1115,Louisiana,Allen Parish
1116,Louisiana,Ascension Parish
1117,Louisiana,Assumption Parish
1118,Louisiana,Avoyelles Parish
1119,Louisiana,Beauregard Parish
1120,Louisiana,Bienville Parish
1121,Louisiana,Bossier Parish
1122,Louisiana,Caddo Parish
1123,Louisiana,Calcasieu Parish
1124,Louisiana,Caldwell Parish
1125,Louisiana,Cameron Parish
1126,Louisiana,Catahoula Parish
1127,Louisiana,Claiborne Parish
1128,Louisiana,Concordia Parish
1129,Louisiana,De Soto Parish
1130,Louisiana,East Baton Rouge Parish
